id,motion_a_x,motion_a_y,motion_a_z,motion_b_x,motion_b_y,motion_b_z,cardiovascular,nervous,pulmonary,expansion_a,expansion_b
513,648,526,536,641,468,539,0,45,276,543,0
514,649,524,535,641,467,537,0,45,357,546,0
515,650,525,536,643,468,537,0,46,362,551,0
516,648,526,535,642,470,538,0,44,295,544,0
517,649,527,536,641,469,538,0,48,391,545,0
518,646,528,536,643,469,539,0,46,282,544,0
519,646,526,536,642,469,540,0,50,342,543,0
520,647,527,535,640,468,539,0,51,301,546,0
521,647,528,535,642,467,537,0,52,338,545,0
522,648,526,535,641,468,539,0,53,291,544,0
523,648,526,535,641,468,539,0,54,304,544,0
524,648,526,536,641,466,540,0,51,299,545,0
525,647,527,535,642,469,539,0,52,283,544,0
526,647,527,536,642,469,540,0,55,371,549,0
527,648,525,537,644,468,539,0,56,337,558,0
528,648,525,537,642,466,538,0,56,327,544,0
529,648,526,535,643,468,538,0,56,334,543,0
530,646,527,535,641,467,539,0,57,346,551,0
531,647,524,536,642,468,538,0,57,389,552,0
532,648,527,536,643,469,540,0,56,287,545,0
533,647,527,535,640,467,537,0,59,295,545,0
534,649,527,535,642,468,538,0,59,288,544,0
535,647,528,537,643,467,537,0,61,346,542,0
536,648,527,535,642,469,539,0,59,322,549,0
537,648,526,536,643,469,540,0,58,352,545,0
538,648,525,538,644,469,539,0,61,327,548,0
539,648,526,536,644,468,537,0,60,356,545,0
540,648,526,535,643,467,538,0,61,368,565,0
541,646,528,535,641,466,536,0,63,283,542,0
542,648,526,535,641,468,537,0,62,287,549,0
543,649,528,535,643,467,537,2,62,348,548,0
544,649,526,534,640,469,537,0,65,280,541,1
545,648,527,534,642,470,538,0,63,366,550,0
546,648,527,535,643,467,538,0,63,335,550,0
547,647,528,534,642,468,538,0,63,322,552,0
548,647,525,534,642,469,537,0,63,309,544,0
549,647,525,534,642,468,538,0,64,323,546,0
550,648,524,534,643,468,538,0,70,301,553,0
551,648,528,536,642,468,536,0,61,311,545,0
552,648,528,536,641,469,535,0,64,330,544,0
553,648,528,535,640,469,538,0,64,288,546,0
554,648,530,534,642,468,539,0,62,343,545,0
555,649,527,535,642,467,538,0,65,332,544,0
556,648,527,536,642,468,540,0,64,298,546,0
557,647,526,534,642,468,540,0,65,350,548,0
558,648,525,535,643,467,539,0,64,332,545,0
559,648,526,535,640,468,540,0,65,318,545,0
560,648,527,537,641,468,541,0,65,376,544,0
561,647,527,537,642,467,538,0,65,286,544,0
562,647,527,532,641,469,539,1,65,291,549,0
563,647,526,534,643,468,539,0,64,400,548,0
564,647,526,535,643,468,539,0,64,370,553,0
565,647,526,535,642,467,540,0,60,287,545,0
566,647,528,537,642,467,538,0,59,288,545,0
567,647,527,536,641,467,537,0,58,329,546,0
568,648,526,536,642,468,539,0,56,336,545,0
569,648,526,534,641,466,537,0,54,310,550,0
570,648,525,534,642,469,538,0,52,348,545,0
571,647,525,534,643,470,539,0,53,348,550,0
572,648,527,535,641,468,540,0,51,349,552,0
573,647,528,535,641,469,539,0,48,343,546,0
574,649,526,534,641,466,541,1,52,303,549,0
575,650,526,534,642,466,540,0,49,387,545,0
576,648,527,536,641,468,537,0,52,313,551,0
577,647,528,537,642,469,537,0,53,343,545,0
578,648,528,536,642,468,537,0,53,346,546,0
579,648,527,535,643,465,537,0,54,310,545,0
580,646,526,534,641,467,540,0,55,311,549,0
581,647,526,535,642,468,538,0,54,349,543,0
582,647,525,536,643,468,537,0,56,346,550,0
583,647,526,535,642,467,541,0,56,310,547,0
584,647,525,534,641,469,541,0,57,349,545,0
585,647,526,535,640,468,540,0,57,322,550,0
586,648,525,535,642,466,537,0,56,352,553,0
587,647,525,535,642,467,537,0,56,358,544,0
588,648,527,535,642,468,538,0,63,377,542,0
589,647,527,536,642,469,538,0,56,303,544,0
590,646,528,536,641,469,538,0,56,357,545,0
591,648,526,536,642,468,537,0,56,329,546,0
592,648,526,534,642,467,540,0,56,304,544,0
593,647,526,534,643,467,538,0,54,380,545,0
594,649,525,535,643,468,539,0,57,378,547,0
595,648,527,534,642,467,538,0,57,320,553,0
596,646,526,534,642,467,537,0,58,365,546,0
597,647,528,535,643,466,540,0,58,367,544,0
598,647,528,537,642,468,538,0,59,349,544,0
599,648,525,536,639,467,539,0,60,319,546,0
600,648,525,536,641,467,539,0,60,398,553,0
601,648,526,536,641,467,539,0,60,340,545,0
602,647,528,534,644,467,539,0,61,326,548,0
603,649,525,536,643,467,539,1,62,292,550,0
604,647,525,536,643,467,537,0,62,356,545,0
605,647,527,536,641,466,539,0,62,316,556,0
606,647,527,535,641,467,539,0,62,397,548,0
607,649,527,534,641,467,538,0,62,297,549,0
608,648,528,535,642,468,538,0,69,341,543,0
609,646,527,533,641,467,540,0,61,288,544,0
610,644,527,534,641,468,539,0,58,352,545,0
611,647,528,536,641,466,538,0,60,304,548,0
612,648,529,537,643,464,537,0,60,366,545,0
613,648,527,535,641,467,538,0,59,306,548,0
614,647,526,534,642,466,539,0,59,380,545,0
615,646,529,536,642,467,538,0,56,287,545,0
616,646,529,536,641,468,537,0,59,345,547,0
617,646,527,536,642,469,537,0,59,349,545,0
618,648,526,535,641,466,540,0,60,302,551,0
619,647,528,535,641,466,540,0,59,365,545,0
620,649,527,537,642,468,537,0,59,319,551,0
621,649,527,536,644,467,538,0,59,384,548,0
622,648,527,536,642,467,538,0,57,280,546,0
623,648,527,536,641,467,537,0,59,348,545,0
624,648,527,535,640,467,536,0,59,281,545,0
625,647,527,535,641,467,538,0,58,333,546,0
626,648,527,535,642,468,537,0,56,324,545,0
627,647,528,535,642,468,539,0,58,359,551,0
628,648,528,536,641,467,538,0,59,337,560,0
629,648,526,536,645,468,538,0,59,334,544,0
630,648,527,537,644,468,537,0,59,380,551,0
631,648,527,536,642,467,538,0,59,305,548,0
632,648,528,536,643,468,537,0,60,339,544,0
633,647,529,537,643,469,538,0,60,315,553,0
634,648,529,538,643,468,537,0,59,374,547,0
635,646,528,537,644,466,539,0,58,346,567,0
636,649,529,537,643,465,538,0,57,346,545,0
637,649,529,537,642,467,543,0,56,339,548,0
638,647,528,536,646,474,552,0,53,301,547,0
639,647,527,536,645,474,551,0,55,367,543,0
640,647,528,536,641,473,553,0,51,330,551,0
641,647,529,536,647,474,554,0,51,378,554,0
642,647,529,534,642,469,543,0,51,291,546,0
643,648,529,535,640,471,539,3,50,296,548,0
644,646,530,537,640,471,540,0,49,321,546,0
645,647,528,536,641,470,540,0,49,318,545,0
646,647,527,536,641,470,540,0,54,345,554,3
647,648,529,534,642,469,539,0,52,311,548,0
648,648,528,534,643,470,540,0,50,352,547,0
649,647,528,536,645,470,541,3,54,322,548,0
650,649,527,536,642,468,539,0,55,291,544,0
651,649,529,537,642,470,542,0,55,339,545,0
652,646,528,537,642,472,543,0,56,383,553,0
653,647,531,535,641,471,538,0,57,319,549,0
654,647,532,536,644,470,539,0,58,335,546,0
655,648,529,537,641,470,539,0,59,299,544,0
656,646,527,537,643,470,539,0,56,359,545,0
657,647,531,536,641,471,538,0,60,304,549,0
658,645,529,536,641,471,537,0,60,409,562,0
659,647,530,537,642,471,539,0,61,324,546,0
660,647,530,537,642,471,540,0,60,359,553,0
661,648,531,538,642,470,541,0,60,335,549,0
662,649,530,537,642,469,538,0,62,292,548,0
663,648,530,537,642,472,536,0,63,287,542,0
664,646,530,538,643,470,538,0,62,306,547,0
665,645,530,539,643,470,538,0,62,330,546,0
666,647,530,534,641,470,536,0,62,320,552,0
667,646,530,539,641,469,538,0,67,301,542,0
668,647,528,538,642,470,537,0,62,378,548,0
669,647,529,537,643,470,537,0,63,321,549,0
670,647,528,537,643,469,538,0,62,334,545,0
671,647,529,536,643,470,538,0,62,399,550,0
672,648,529,538,643,470,538,0,62,359,546,0
673,648,530,540,643,469,538,0,62,335,544,0
674,647,529,536,643,469,538,0,62,319,551,0
675,649,529,535,641,470,539,0,68,305,542,0
676,647,530,536,639,470,536,0,61,346,546,0
677,647,529,536,640,470,537,0,65,370,547,1
678,647,530,539,644,470,539,0,63,300,546,0
679,646,530,536,643,470,541,0,62,340,552,0
680,647,529,536,643,470,540,0,60,392,546,0
681,649,530,538,642,469,537,0,62,287,550,0
682,647,529,536,643,470,540,0,60,303,549,0
683,647,530,537,642,471,537,19,58,312,546,0
684,648,531,537,642,471,537,22,58,361,549,0
685,648,529,538,642,471,538,2,58,327,545,0
686,647,530,537,642,472,539,0,56,274,546,0
687,648,530,537,643,471,540,0,57,352,546,0
688,647,530,536,643,470,539,3,57,260,550,0
689,649,528,538,643,472,539,15,57,343,549,0
690,648,529,538,642,473,537,19,58,311,546,0
691,647,531,537,643,473,537,20,59,328,543,1
692,647,529,538,641,471,538,29,58,292,552,0
693,647,529,536,642,471,539,28,58,363,545,0
694,647,529,537,643,472,537,27,56,325,547,0
695,647,531,538,643,472,537,15,56,325,545,0
696,648,530,538,642,471,539,0,54,381,563,0
697,649,529,539,641,472,538,0,51,313,548,0
698,648,529,538,641,472,537,0,50,345,545,0
699,648,529,538,643,472,539,0,47,280,547,0
700,648,531,537,643,471,539,0,45,290,550,0
701,647,531,539,642,472,539,0,44,390,564,0
702,648,530,538,643,471,539,0,44,318,545,0
703,648,529,538,643,471,538,0,43,390,553,0
704,646,528,539,643,472,538,0,43,346,549,0
705,646,527,539,643,473,540,0,43,385,557,0
706,647,527,539,643,472,537,0,43,316,546,0
707,647,529,538,643,472,537,0,44,345,545,0
708,647,530,537,642,472,538,0,41,364,546,0
709,647,531,536,641,472,537,0,46,312,549,0
710,648,530,538,642,471,537,0,42,367,546,0
711,648,530,539,643,471,538,0,47,363,545,0
712,648,532,535,641,470,537,0,50,279,543,0
713,647,532,535,641,472,538,0,49,388,552,0
714,647,531,537,643,471,538,0,51,325,550,0
715,647,532,536,643,471,537,0,52,385,546,0
716,646,530,536,643,471,537,0,48,336,546,0
717,646,530,535,643,470,538,0,53,332,546,0
718,647,529,536,643,472,539,0,50,305,546,0
719,645,533,536,640,471,537,0,54,328,546,0
720,647,531,535,642,471,537,0,57,329,551,0
721,646,528,534,643,470,537,0,54,340,546,0
722,648,530,537,640,469,539,0,58,327,550,0
723,646,532,536,640,469,539,0,58,357,551,0
724,646,530,535,641,471,540,0,59,298,550,0
725,647,530,536,642,469,540,0,56,292,546,0
726,647,531,535,642,470,539,0,59,341,554,0
727,646,530,536,643,470,538,0,58,328,547,0
728,646,529,536,643,470,538,0,59,354,547,0
729,647,531,536,642,470,539,0,61,315,549,0
730,645,531,536,643,470,539,0,58,323,546,0
731,648,528,538,643,471,540,0,61,314,545,0
732,648,529,537,644,472,539,0,62,325,545,0
733,646,530,536,641,468,541,0,62,302,546,0
734,648,529,535,643,469,539,0,62,320,546,0
735,648,529,535,644,469,540,0,61,293,546,0
736,647,531,533,641,468,538,0,62,289,547,0
737,647,529,535,642,471,538,0,62,288,545,0
738,646,529,536,642,470,538,0,62,308,550,0
739,646,530,537,644,471,536,0,62,363,549,0
740,648,530,536,642,469,539,0,63,304,550,0
741,648,531,535,643,470,538,0,63,322,550,0
742,647,531,537,642,470,539,0,62,293,545,0
743,646,531,538,641,468,540,0,62,305,548,0
744,646,530,537,642,468,539,3,63,302,549,0
745,646,531,538,643,469,538,0,62,367,544,0
746,648,530,537,643,470,538,0,63,326,563,0
747,648,529,537,642,469,538,0,60,324,546,0
748,647,533,536,641,472,540,0,62,309,546,0
749,647,529,538,642,471,538,0,63,344,546,0
750,647,530,536,641,471,540,0,63,302,549,0
751,649,527,534,640,468,540,0,64,325,551,0
752,647,526,536,642,470,540,0,64,346,553,0
753,646,529,538,644,474,540,1,65,318,550,0
754,649,528,534,641,469,539,0,66,277,549,0
755,648,529,534,641,469,539,0,64,360,544,0
756,648,529,537,643,472,540,0,65,330,548,0
757,647,530,538,645,473,540,0,65,347,550,0
758,646,529,537,645,472,541,0,65,329,545,0
759,649,528,536,641,469,538,0,66,370,554,0
760,648,529,537,643,470,538,0,65,318,546,0
761,647,529,537,642,472,538,0,65,302,549,0
762,650,525,537,641,467,538,0,67,314,547,1
763,649,528,536,640,470,539,0,64,299,544,0
764,648,528,537,642,469,539,0,65,377,544,0
765,647,525,537,641,469,538,0,64,273,548,0
766,645,526,539,643,469,539,6,62,366,544,0
767,648,527,535,643,471,542,34,63,299,545,0
768,647,527,535,642,473,539,46,63,341,541,0
769,645,530,539,643,474,539,67,62,364,542,0
770,649,528,537,642,473,540,91,58,343,540,0
771,644,528,538,643,472,542,120,58,293,540,0
772,647,528,539,644,471,539,99,62,359,552,0
773,648,523,539,643,473,538,63,61,299,540,0
774,649,526,538,642,471,541,0,61,299,542,0
775,648,527,537,644,472,540,0,63,379,540,0
776,648,527,536,644,472,540,0,60,320,544,0
777,648,527,535,642,471,541,0,60,277,547,0
778,650,525,534,642,471,540,0,57,336,544,0
779,648,525,534,642,471,540,0,58,332,545,0
780,648,527,537,642,470,540,0,57,284,544,0
781,648,526,535,643,473,541,0,52,324,547,0
782,646,527,535,642,473,542,0,53,335,543,4
783,648,525,536,643,472,542,18,44,333,544,0
784,649,524,537,643,475,542,57,44,318,548,0
785,649,524,537,644,477,543,62,42,387,545,0
786,651,525,537,645,476,544,68,41,354,543,0
787,650,524,537,643,473,543,92,40,288,543,0
788,649,524,538,642,475,543,105,40,335,549,0
789,650,523,537,643,476,542,89,39,284,544,0
790,650,523,537,643,476,543,88,39,360,565,0
791,647,523,539,643,473,541,35,41,290,547,0
792,648,523,538,643,472,541,0,40,353,548,0
793,650,525,539,644,472,542,0,41,326,543,0
794,650,525,539,644,474,541,0,42,347,545,0
795,648,524,541,644,475,541,0,42,315,546,0
796,651,526,537,641,472,541,1,44,330,547,0
797,651,523,537,643,472,539,0,44,411,548,0
798,650,524,541,644,475,539,0,44,304,544,0
799,649,524,540,641,473,540,0,47,275,544,0
800,650,525,539,642,472,541,0,47,392,545,0
801,651,525,539,643,473,541,0,48,321,544,0
802,649,526,537,642,472,541,19,48,313,561,0
803,649,527,538,644,472,541,26,46,372,541,0
804,649,525,538,644,474,540,49,49,319,544,0
805,647,524,540,642,473,539,58,49,388,550,0
806,651,524,538,643,469,540,51,46,277,543,0
807,648,524,536,642,469,538,53,50,416,544,0
808,647,524,536,641,468,538,55,51,324,542,0
809,649,524,536,642,468,541,52,48,336,538,0
810,652,527,535,643,465,540,48,52,327,534,0
811,655,526,534,643,465,540,22,52,379,542,0
812,648,527,533,645,466,540,45,49,323,536,0
813,644,530,533,642,466,541,45,53,308,542,0
814,644,530,531,641,465,542,18,52,378,544,0
815,644,533,531,640,467,540,0,58,281,535,0
816,644,533,531,641,466,540,0,53,315,544,0
817,644,532,531,640,467,536,1,54,303,537,0
818,645,532,532,641,466,539,2,55,318,527,0
819,643,532,532,643,466,538,38,51,315,531,0
820,646,526,535,641,469,538,72,36,300,539,0
821,646,526,536,642,468,539,71,39,331,540,0
822,645,527,537,642,470,540,66,40,345,539,3
823,647,525,540,643,472,540,55,38,368,538,0
824,649,522,537,644,475,540,42,39,316,541,0
825,648,526,537,644,474,538,10,39,362,543,0
826,648,526,537,643,473,540,0,43,303,549,5
827,649,528,537,642,472,538,0,37,292,540,0
828,649,529,538,642,471,538,1,41,393,545,0
829,650,526,536,641,470,538,0,42,301,537,0
830,648,527,538,644,471,540,0,38,342,557,0
831,650,526,539,644,472,538,0,37,371,541,0
832,649,527,539,643,471,540,0,35,327,545,0
833,651,524,536,642,472,539,0,34,282,541,0
834,650,526,537,643,472,539,0,33,381,550,0
835,649,526,537,641,470,543,18,32,288,543,0
836,647,528,540,642,473,540,34,33,363,548,0
837,648,525,537,644,472,539,57,32,288,543,0
838,647,528,536,643,472,539,64,33,376,544,0
839,650,526,536,641,471,540,65,34,290,542,0
840,650,525,537,641,471,541,65,35,371,549,0
841,648,525,537,642,471,540,72,33,341,543,0
842,649,526,536,643,474,541,68,37,315,550,0
843,649,528,537,643,472,539,52,37,350,543,0
844,646,526,535,642,471,543,20,40,329,551,0
845,647,526,535,642,472,543,0,38,370,544,0
846,648,527,536,644,469,542,0,43,286,548,0
847,650,525,535,644,471,540,0,43,402,545,0
848,650,525,536,643,469,540,0,45,342,548,0
849,648,526,537,643,469,537,0,46,353,549,0
850,649,526,537,643,471,540,0,48,291,549,0
851,648,526,536,643,469,539,0,55,325,553,0
852,649,527,536,640,469,542,0,48,349,548,0
853,649,527,536,641,470,542,0,47,267,544,0
854,649,526,535,640,470,540,0,44,388,544,0
855,648,527,534,642,469,539,0,44,268,547,0
856,647,526,535,641,469,538,0,44,391,546,0
857,647,526,537,642,470,541,0,43,277,544,0
858,647,527,537,641,469,540,0,42,361,546,0
859,647,525,536,643,469,539,0,38,299,544,0
860,646,527,535,642,467,540,0,42,292,549,0
861,648,527,536,642,468,539,0,40,344,545,0
862,649,527,536,642,470,540,0,42,368,548,0
863,649,527,536,642,471,541,0,43,338,545,0
864,649,529,537,643,468,540,0,44,310,549,0
865,647,530,537,643,468,540,0,44,358,570,0
866,647,525,534,641,468,538,0,46,331,546,0
867,648,526,536,642,469,539,0,45,342,546,0
868,649,528,537,642,470,538,0,47,303,544,0
869,647,527,534,641,470,539,0,47,340,549,0
870,646,526,537,642,470,539,0,47,324,544,0
871,647,527,537,643,468,541,0,47,290,546,0
872,647,528,535,642,470,539,0,47,360,562,0
873,647,528,536,642,469,538,2,46,382,558,0
874,648,526,537,642,469,539,3,46,329,545,0
875,649,524,536,642,471,540,0,45,339,549,0
876,648,526,535,643,472,541,0,42,327,545,0
877,648,528,535,643,468,541,0,46,285,544,0
878,648,526,535,643,468,540,0,46,347,550,0
879,646,527,536,642,468,539,0,45,320,546,0
880,646,527,537,641,468,539,0,46,369,549,0
881,647,527,537,642,469,539,0,46,335,551,0
882,646,526,537,642,468,539,0,49,381,542,0
883,648,525,535,641,469,541,0,47,322,549,0
884,649,527,535,641,468,539,0,48,314,547,0
885,649,527,535,642,469,539,0,48,372,564,0
886,648,528,536,642,468,540,0,49,355,545,0
887,648,527,537,641,467,541,0,50,340,552,0
888,646,526,535,641,468,539,0,49,350,546,0
889,647,526,535,643,469,539,0,55,361,543,0
890,647,527,535,642,468,541,0,48,274,545,0
891,647,526,534,642,467,542,0,50,331,547,0
892,648,527,534,642,468,540,0,51,343,545,0
893,648,526,534,642,470,538,0,48,371,545,0
894,649,527,534,642,466,540,0,49,322,543,0
895,648,528,536,641,467,538,0,49,381,547,0
896,646,526,537,642,468,540,0,48,320,544,0
897,647,527,535,643,468,541,0,49,342,545,0
898,648,527,535,641,468,538,0,48,313,548,0
899,647,525,536,643,470,539,0,48,409,562,0
900,647,525,536,643,470,539,0,48,299,553,0
901,647,525,537,641,468,542,0,47,341,549,0
902,648,525,536,641,468,541,2,47,349,550,0
903,648,525,536,640,469,541,0,47,311,548,0
904,648,525,535,642,469,540,0,46,312,550,0
905,648,527,534,642,469,539,0,44,276,546,0
906,649,528,534,643,471,538,0,46,340,560,0
907,651,525,535,642,470,539,0,46,362,550,0
908,648,525,536,641,466,539,0,46,337,566,0
909,646,526,536,641,467,539,0,48,330,550,0
910,647,526,535,640,467,539,0,47,306,549,0
911,647,527,535,642,469,540,0,48,312,561,0
912,647,528,536,643,467,540,0,49,353,545,0
913,648,528,537,643,468,541,0,49,305,548,0
914,648,528,534,643,469,540,0,50,361,546,0
915,646,528,533,640,466,541,0,50,306,549,0
916,646,528,533,641,465,541,0,49,306,546,0
917,647,527,534,642,466,540,0,51,388,553,0
918,649,526,535,640,466,540,0,52,279,546,0
919,648,526,536,641,467,539,0,52,397,549,0
920,647,525,536,642,468,539,0,52,371,557,0
921,647,525,536,642,469,541,0,53,324,550,0
922,647,526,536,641,468,539,0,53,310,545,0
923,648,524,536,642,469,538,0,53,347,545,0
924,648,524,537,643,470,538,2,54,352,550,0
925,647,528,534,642,468,540,0,54,309,551,0
926,648,527,534,643,468,540,0,54,374,551,0
927,648,527,536,642,468,539,0,55,284,551,0
928,650,526,536,641,469,540,0,52,345,546,0
929,650,526,538,641,470,539,0,55,326,546,0
930,648,527,537,641,468,539,0,55,326,546,0
931,648,529,534,641,470,539,0,56,303,546,0
932,648,526,535,642,471,539,0,55,352,567,0
933,647,525,536,642,469,539,0,56,343,545,0
934,645,525,538,642,469,538,0,55,364,544,0
935,647,527,535,641,469,540,0,55,303,550,0
936,647,526,534,642,470,539,0,55,406,553,0
937,647,526,536,642,472,539,0,55,330,550,0
938,648,527,538,643,470,540,0,52,334,545,0
939,649,528,537,643,470,539,0,58,381,543,1
940,647,528,536,642,470,538,0,52,282,546,0
941,648,527,536,643,472,540,0,56,305,546,0
942,649,527,536,643,472,542,0,54,342,547,0
943,648,528,539,643,471,538,0,56,297,549,0
944,648,527,538,644,471,537,0,56,354,545,0
945,648,527,536,641,470,538,0,56,336,549,0
946,647,528,537,641,472,540,0,56,322,546,0
947,649,528,537,644,470,537,0,58,284,547,0
948,649,525,536,643,470,537,2,57,342,550,0
949,647,525,537,643,469,537,0,57,345,546,0
950,648,528,537,643,473,539,0,57,278,545,0
951,649,528,536,642,471,537,0,57,377,552,0
952,649,528,536,642,471,536,0,54,360,547,0
953,647,527,537,642,472,537,0,52,283,546,0
954,647,526,538,643,473,539,0,54,330,554,0
955,647,528,537,643,473,539,0,54,365,546,0
956,646,528,538,643,473,538,0,48,339,547,0
957,646,528,537,642,470,539,0,51,380,567,0
958,649,527,537,642,470,538,0,50,329,546,0
959,650,527,538,643,471,539,0,48,324,547,0
960,651,529,536,642,473,537,0,48,321,546,0
961,651,527,536,643,471,538,0,48,352,546,0
962,651,526,538,643,471,538,0,48,346,547,0
963,650,528,538,642,473,539,0,48,299,549,0
964,648,526,538,641,473,536,0,49,317,548,0
965,646,525,537,641,472,537,0,48,384,554,0
966,646,527,538,641,472,537,0,48,394,559,0
967,648,527,536,642,472,539,0,49,292,546,0
968,648,528,536,643,472,540,0,50,357,546,0
969,648,527,537,644,469,537,0,48,302,547,0
970,647,529,537,643,468,538,0,48,335,546,0
971,644,531,535,641,468,539,0,52,322,546,0
972,645,529,534,641,469,540,0,57,387,543,0
973,647,530,536,642,471,538,0,48,293,545,0
974,646,529,536,640,472,538,0,53,387,546,0
975,646,530,537,643,468,537,0,52,344,546,0
976,645,529,536,643,469,537,0,54,342,545,0
977,645,528,536,643,471,540,0,50,293,545,0
978,646,529,534,641,468,540,0,54,347,559,0
979,646,530,535,641,468,540,15,55,286,550,0
980,647,531,534,641,468,539,42,54,332,549,0
981,647,531,537,642,469,539,46,52,327,545,0
982,646,527,536,643,469,536,48,54,294,548,0
983,645,528,535,641,469,540,36,52,315,545,0
984,647,530,534,639,470,540,0,54,270,547,0
985,647,528,536,639,470,540,0,54,342,552,0
986,646,527,536,640,470,541,0,54,361,554,0
987,647,530,535,643,471,539,1,55,319,548,0
988,646,529,537,643,470,539,0,55,360,548,0
989,647,530,534,643,468,538,0,56,282,549,0
990,646,531,534,643,468,539,0,52,335,545,0
991,646,531,535,644,470,539,0,52,348,545,0
992,645,529,536,643,469,539,0,56,334,553,0
993,647,531,534,642,471,540,0,56,330,544,0
994,649,530,534,641,469,542,1,57,362,551,0
995,648,529,534,641,469,538,0,56,330,545,0
996,646,530,534,641,470,539,0,53,367,545,0
997,645,532,535,642,467,542,0,59,310,546,0
998,647,530,532,640,471,540,0,57,324,545,0
999,646,531,534,643,473,542,0,58,325,551,0
1000,647,530,534,642,470,541,0,58,306,547,0
1001,647,528,534,643,471,540,0,58,393,547,0
1002,647,527,534,644,470,541,0,58,380,551,0
1003,647,528,533,642,471,540,19,58,331,548,0
1004,648,529,533,640,469,542,21,56,322,546,0
1005,647,529,534,640,470,540,0,59,291,545,0
1006,648,529,535,642,470,540,0,59,313,546,0
1007,647,530,534,641,470,541,0,57,307,546,0
1008,646,528,534,641,469,541,0,59,418,553,0
1009,645,532,533,641,468,541,0,58,297,549,0
1010,645,529,534,641,467,539,0,59,422,552,0
1011,646,527,536,643,474,541,0,56,311,545,0
1012,645,528,536,642,474,543,0,57,320,546,0
1013,646,531,535,643,474,544,0,59,307,547,0
1014,646,529,536,641,476,545,0,58,356,546,0
1015,646,529,534,642,475,546,0,59,328,545,0
1016,647,529,534,638,480,547,0,59,318,545,0
1017,646,529,535,637,481,546,0,58,391,563,0
1018,646,527,534,642,470,541,0,57,320,549,0
1019,647,527,533,641,471,540,0,57,402,553,0
1020,647,528,532,642,471,539,0,56,408,557,0
1021,646,527,533,643,470,540,0,55,320,553,0
1022,646,526,536,643,472,541,0,54,387,556,0
1023,648,527,535,643,470,541,0,53,319,545,0
1024,649,528,535,643,472,542,0,52,354,547,0
1025,648,530,534,641,472,540,0,50,290,546,0
